# RFC 0044 conformance baseline — homing-demo's pre-existing violations, grandfathered to warnings.
# One finding fingerprint per line: '<moduleClass> [<rule>] <message>' (line-number-independent).
# Covers the whole homing-demo crate (browsed by the demo's conformance studio):
#   - the animation demos redraw via rootElement.replaceChildren();
#   - the SVG demos + standard MPA read the view param via URLSearchParams;
#   - two animation modules predate the 250 effective-line global cap;
#   - MovingAnimalGame's audio still uses setTimeout — flagged by the downstream game-loop rule;
#   - DocViewWidget renders markdown via innerHTML.
# Anything NOT here is a NEW violation and fails the build. Regenerate deliberately; list should shrink.
#
hue.captains.singapura.js.homing.demo.es.animation.DancingAnimals [no-dom-destruction] wholesale DOM wipe: rootElement.replaceChildren();
hue.captains.singapura.js.homing.demo.es.animation.SpinningAnimals [no-dom-destruction] wholesale DOM wipe: rootElement.replaceChildren();
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [no-dom-destruction] wholesale DOM wipe: rootElement.replaceChildren();
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [max-effective-lines] module exceeds the 250 effective-line limit — split it
hue.captains.singapura.js.homing.demo.es.game.MovingAnimalGame [max-effective-lines] module exceeds the 250 effective-line limit — split it
hue.captains.singapura.js.homing.demo.es.game.MovingAnimalGame [raf-game-loop] wall-clock timer in a game loop (use requestAnimationFrame): (function (note, t) { setTimeout(function () { deathSynth.triggerAttackRelease(note, '16n'); }, t); })(notes[di], timing[di]);
hue.captains.singapura.js.homing.demo.es.game.MovingAnimalGame [raf-game-loop] wall-clock timer in a game loop (use requestAnimationFrame): bgmTimer = setTimeout(bgmStep, durationToMs(dur, bgmData.bpm));
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-raw-href] raw href operation (use href.* API): var sp = new URLSearchParams(window.location.search);
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-raw-href] raw href operation (use href.* API): var sp = new URLSearchParams(window.location.search);
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [no-raw-href] raw href operation (use href.* API): var sp = new URLSearchParams(window.location.search);
hue.captains.singapura.js.homing.demo.studio.DemoStandardMPA [no-raw-href] raw href operation (use href.* API): var sp = new URLSearchParams(window.location.search);
hue.captains.singapura.js.homing.demo.playground.DocViewWidget [view-doctrine] innerHTML/outerHTML write (Pure-Component Views): body.innerHTML = marked.parse(md);

# ---- 2026-08-22: the 0.7.0 view-rule surface (no-inline-style / no-literal-color /
# use-dom-ops-party / view-doctrine / no-raw-href) grandfathered over the pre-existing
# modules AND the WorkspaceMPA-GENERATED appMain boilerplate (mainHost tweaks, error
# fallbacks) that every MPA app inherits — framework debt, tracked upstream. The
# hand-written RFC 0050 grid demo widgets are strict-clean and NOT listed here.
hue.captains.singapura.js.homing.demo.es.animation.AnimalCell [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var cell = document.createElement("div");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var finalScore = document.createElement("p");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var gravityDisplay = document.createElement("span");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var gravityLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var gravitySlider = document.createElement("input");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var h1 = document.createElement("h1");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var hint = document.createElement("p");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var lava = document.createElement("div");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var loading = document.createElement("div");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var main = document.createElement("div");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var overTitle = document.createElement("h2");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var overlay = document.createElement("div");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var playground = document.createElement("div");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var restartBtn = document.createElement("button");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var scoreEl = document.createElement("div");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var sky = document.createElement("div");
hue.captains.singapura.js.homing.demo.es.game.MovingAnimal [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var world = document.createElement("div");
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): errEl.style.cssText = 'padding:20px;color:#900;background:#fee;border:1px solid #c00;margin:20px;white-space:pre-wrap;font-family:monospace;';
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): mainHost.style.display  = 'flex';
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): mainHost.style.maxWidth = 'none';
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): mainHost.style.padding  = '0';
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): mainHost.style.width    = '100%';
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): noWidgetEl.style.cssText = 'padding:20px;color:#666;font-family:sans-serif;';
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): unknownEl.style.cssText = 'padding:20px;color:#900;font-family:sans-serif;';
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [no-literal-color] literal colour (use a theme token var(--...), not a baked hex/rgb): errEl.style.cssText = 'padding:20px;color:#900;background:#fee;border:1px solid #c00;margin:20px;white-space:pre-wrap;font-family:monospace;';
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [no-literal-color] literal colour (use a theme token var(--...), not a baked hex/rgb): noWidgetEl.style.cssText = 'padding:20px;color:#666;font-family:sans-serif;';
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [no-literal-color] literal colour (use a theme token var(--...), not a baked hex/rgb): unknownEl.style.cssText = 'padding:20px;color:#900;font-family:sans-serif;';
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [no-raw-href] raw href operation (use href.* API): var sp = new URLSearchParams(window.location.search);
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var errEl = document.createElement('pre');
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var noWidgetEl = document.createElement('div');
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var rootEl = document.createElement('div');
hue.captains.singapura.js.homing.demo.es.grid.DishListDemoApp [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var unknownEl = document.createElement('div');
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): errEl.style.cssText = 'padding:20px;color:#900;background:#fee;border:1px solid #c00;margin:20px;white-space:pre-wrap;font-family:monospace;';
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): mainHost.style.display  = 'flex';
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): mainHost.style.maxWidth = 'none';
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): mainHost.style.padding  = '0';
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): mainHost.style.width    = '100%';
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): noWidgetEl.style.cssText = 'padding:20px;color:#666;font-family:sans-serif;';
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): unknownEl.style.cssText = 'padding:20px;color:#900;font-family:sans-serif;';
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [no-literal-color] literal colour (use a theme token var(--...), not a baked hex/rgb): errEl.style.cssText = 'padding:20px;color:#900;background:#fee;border:1px solid #c00;margin:20px;white-space:pre-wrap;font-family:monospace;';
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [no-literal-color] literal colour (use a theme token var(--...), not a baked hex/rgb): noWidgetEl.style.cssText = 'padding:20px;color:#666;font-family:sans-serif;';
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [no-literal-color] literal colour (use a theme token var(--...), not a baked hex/rgb): unknownEl.style.cssText = 'padding:20px;color:#900;font-family:sans-serif;';
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var errEl = document.createElement('pre');
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var noWidgetEl = document.createElement('div');
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var rootEl = document.createElement('div');
hue.captains.singapura.js.homing.demo.es.grid.MinesweeperDemoApp [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var unknownEl = document.createElement('div');
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): controls.style.cssText = "padding:12px;display:flex;align-items:center;gap:16px;font-family:sans-serif;color:#ccc;flex-wrap:wrap;";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): depthDisplay.style.minWidth = "3em";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): depthLabel.style.whiteSpace = "nowrap";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): depthSlider.style.width = "160px";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): rotateLabel.style.cssText = "display:flex;align-items:center;gap:4px;cursor:pointer;white-space:nowrap;";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): select.style.cssText = "padding:4px 8px;font-size:14px;";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): selectLabel.style.whiteSpace = "nowrap";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): spreadDisplay.style.minWidth = "3em";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): spreadLabel.style.whiteSpace = "nowrap";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): spreadSlider.style.width = "160px";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): zoomLabel.style.whiteSpace = "nowrap";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): zoomSlider.style.direction = "rtl";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): zoomSlider.style.width = "160px";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [no-literal-color] literal colour (use a theme token var(--...), not a baked hex/rgb): controls.style.cssText = "padding:12px;display:flex;align-items:center;gap:16px;font-family:sans-serif;color:#ccc;flex-wrap:wrap;";
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const controls = document.createElement("div");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const depthDisplay = document.createElement("span");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const depthLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const depthSlider = document.createElement("input");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const opt = document.createElement("option");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const rotateCheck = document.createElement("input");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const rotateLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const select = document.createElement("select");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const selectLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const spreadDisplay = document.createElement("span");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const spreadLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const spreadSlider = document.createElement("input");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const zoomLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const zoomSlider = document.createElement("input");
hue.captains.singapura.js.homing.demo.es.svg.DecomposedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): rotateLabel.appendChild(document.createTextNode("Auto-rotate"));
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): controls.style.cssText = "padding:12px;display:flex;align-items:center;gap:16px;font-family:sans-serif;color:#ccc;flex-wrap:wrap;";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): depthDisplay.style.minWidth = "3em";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): depthLabel.style.whiteSpace = "nowrap";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): depthSlider.style.width = "160px";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): extrudeLabel.style.cssText = "display:flex;align-items:center;gap:4px;cursor:pointer;white-space:nowrap;";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): mirrorLabel.style.cssText = "display:flex;align-items:center;gap:4px;cursor:pointer;white-space:nowrap;";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): rotateLabel.style.cssText = "display:flex;align-items:center;gap:4px;cursor:pointer;white-space:nowrap;";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): select.style.cssText = "padding:4px 8px;font-size:14px;";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): selectLabel.style.whiteSpace = "nowrap";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): zoomLabel.style.whiteSpace = "nowrap";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): zoomSlider.style.direction = "rtl";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): zoomSlider.style.width = "160px";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [no-literal-color] literal colour (use a theme token var(--...), not a baked hex/rgb): controls.style.cssText = "padding:12px;display:flex;align-items:center;gap:16px;font-family:sans-serif;color:#ccc;flex-wrap:wrap;";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const controls = document.createElement("div");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const depthDisplay = document.createElement("span");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const depthLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const depthSlider = document.createElement("input");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const extrudeCheck = document.createElement("input");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const extrudeLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const mirrorCheck = document.createElement("input");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const mirrorLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const opt = document.createElement("option");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const rotateCheck = document.createElement("input");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const rotateLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const select = document.createElement("select");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const selectLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const zoomLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const zoomSlider = document.createElement("input");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): extrudeLabel.appendChild(document.createTextNode("3D extrude"));
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): mirrorLabel.appendChild(document.createTextNode("Mirror back"));
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedSvgDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): rotateLabel.appendChild(document.createTextNode("Auto-rotate"));
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): controls.style.cssText = "padding:12px;display:flex;align-items:center;gap:16px;font-family:sans-serif;color:#ccc;flex-wrap:wrap;";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): display.style.minWidth = "3em";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): select.style.cssText = "padding:4px 8px;font-size:14px;";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): selectLabel.style.whiteSpace = "nowrap";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): slider.style.width = "160px";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): thickLabel.style.whiteSpace = "nowrap";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): zoomLabel.style.whiteSpace = "nowrap";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): zoomSlider.style.direction = "rtl";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): zoomSlider.style.width = "160px";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [no-literal-color] literal colour (use a theme token var(--...), not a baked hex/rgb): controls.style.cssText = "padding:12px;display:flex;align-items:center;gap:16px;font-family:sans-serif;color:#ccc;flex-wrap:wrap;";
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const controls = document.createElement("div");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const display = document.createElement("span");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const opt = document.createElement("option");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const select = document.createElement("select");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const selectLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const slider = document.createElement("input");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const thickLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const zoomLabel = document.createElement("label");
hue.captains.singapura.js.homing.demo.es.svg.ExtrudedTurtleDemo [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): const zoomSlider = document.createElement("input");
hue.captains.singapura.js.homing.demo.studio.DemoStandardMPA [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): errEl.style.cssText = 'padding:20px;color:#900;background:#fee;border:1px solid #c00;margin:20px;white-space:pre-wrap;font-family:monospace;';
hue.captains.singapura.js.homing.demo.studio.DemoStandardMPA [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): noWidgetEl.style.cssText = 'padding:20px;color:#666;font-family:sans-serif;';
hue.captains.singapura.js.homing.demo.studio.DemoStandardMPA [no-inline-style] inline style write (use a typed css class via css.addClass, not element.style): unknownEl.style.cssText = 'padding:20px;color:#900;font-family:sans-serif;';
hue.captains.singapura.js.homing.demo.studio.DemoStandardMPA [no-literal-color] literal colour (use a theme token var(--...), not a baked hex/rgb): errEl.style.cssText = 'padding:20px;color:#900;background:#fee;border:1px solid #c00;margin:20px;white-space:pre-wrap;font-family:monospace;';
hue.captains.singapura.js.homing.demo.studio.DemoStandardMPA [no-literal-color] literal colour (use a theme token var(--...), not a baked hex/rgb): noWidgetEl.style.cssText = 'padding:20px;color:#666;font-family:sans-serif;';
hue.captains.singapura.js.homing.demo.studio.DemoStandardMPA [no-literal-color] literal colour (use a theme token var(--...), not a baked hex/rgb): unknownEl.style.cssText = 'padding:20px;color:#900;font-family:sans-serif;';
hue.captains.singapura.js.homing.demo.studio.DemoStandardMPA [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var errEl = document.createElement('pre');
hue.captains.singapura.js.homing.demo.studio.DemoStandardMPA [use-dom-ops-party] raw DOM factory (use branch.createElement via the DomOpsParty, not document.create*): var noWidgetEl = document.createElement('div');
